Coordinate,carbon,population,gdp,poi,nightlight,nightlight_log,houseprice,houseprice_predict
"(12668,4745)",6.455027090297803,7.568116461874538,8.949722333110127,"{'餐饮美食': 2, '休闲娱乐': 1, '运动健身': 1, '商务住宅': 1, '医疗保健': 3, '金融机构': 0, '旅游景点': 0, '生活服务': 2, '购物消费': 15, '汽车相关': 7, '酒店住宿': 1, '交通设施': 1, '科教文化': 0, '公司企业': 18}",15.4,2.7343673706054688,57666.0,30106.41318964913
"(12654,4738)",6.477839622184101,7.602208951732762,8.831819462657132,"{'餐饮美食': 3, '休闲娱乐': 0, '运动健身': 0, '商务住宅': 10, '医疗保健': 6, '金融机构': 1, '旅游景点': 2, '生活服务': 0, '购物消费': 1, '汽车相关': 1, '酒店住宿': 0, '交通设施': 0, '科教文化': 4, '公司企业': 8}",17.535,2.864198923110962,20000.0,35770.9991705658
"(12686,4724)",6.327568234668142,7.440967567169866,8.90280855147282,"{'餐饮美食': 2, '休闲娱乐': 0, '运动健身': 0, '商务住宅': 0, '医疗保健': 0, '金融机构': 0, '旅游景点': 0, '生活服务': 2, '购物消费': 5, '汽车相关': 0, '酒店住宿': 0, '交通设施': 2, '科教文化': 1, '公司企业': 4}",13.075001,2.570702075958252,20000.0,46966.95921445174
"(12664,4708)",6.523813728706598,7.731727502589154,8.976244442637244,"{'餐饮美食': 7, '休闲娱乐': 0, '运动健身': 0, '商务住宅': 7, '医疗保健': 1, '金融机构': 0, '旅游景点': 0, '生活服务': 10, '购物消费': 7, '汽车相关': 5, '酒店住宿': 0, '交通设施': 11, '科教文化': 4, '公司企业': 8}",33.815002,3.520904541015625,30000.0,59375.81845681668
"(12642,4694)",6.501958571625724,7.647074043975055,8.973127364569754,"{'餐饮美食': 52, '休闲娱乐': 1, '运动健身': 0, '商务住宅': 7, '医疗保健': 22, '金融机构': 7, '旅游景点': 1, '生活服务': 25, '购物消费': 72, '汽车相关': 8, '酒店住宿': 6, '交通设施': 12, '科教文化': 5, '公司企业': 9}",23.67,3.16420841217041,38457.6,72434.55102434912
"(12663,4695)",6.493017280111111,7.675825133913444,8.916029292703778,"{'餐饮美食': 4, '休闲娱乐': 0, '运动健身': 6, '商务住宅': 3, '医疗保健': 6, '金融机构': 1, '旅游景点': 2, '生活服务': 17, '购物消费': 11, '汽车相关': 2, '酒店住宿': 0, '交通设施': 9, '科教文化': 15, '公司企业': 4}",23.065,3.13831639289856,61971.333333333336,46721.29473595518
"(12637,4714)",6.584938611186578,7.822028749179561,8.976244442637244,"{'餐饮美食': 31, '休闲娱乐': 3, '运动健身': 11, '商务住宅': 14, '医疗保健': 21, '金融机构': 5, '旅游景点': 3, '生活服务': 57, '购物消费': 52, '汽车相关': 2, '酒店住宿': 2, '交通设施': 29, '科教文化': 5, '公司企业': 10}",33.225,3.503302574157715,72968.875,56650.27432096661
"(12657,4717)",6.649231150189819,7.833628528356273,8.976244442637244,"{'餐饮美食': 20, '休闲娱乐': 2, '运动健身': 1, '商务住宅': 15, '医疗保健': 2, '金融机构': 1, '旅游景点': 0, '生活服务': 22, '购物消费': 20, '汽车相关': 1, '酒店住宿': 2, '交通设施': 31, '科教文化': 16, '公司企业': 14}",42.055,3.738978385925293,90043.45454545454,101952.84123164331
"(12677,4729)",6.442392590140538,7.470768397827514,8.915439662303864,"{'餐饮美食': 0, '休闲娱乐': 1, '运动健身': 0, '商务住宅': 0, '医疗保健': 0, '金融机构': 0, '旅游景点': 1, '生活服务': 0, '购物消费': 0, '汽车相关': 2, '酒店住宿': 0, '交通设施': 5, '科教文化': 0, '公司企业': 2}",18.425,2.913708448410034,32000.0,43942.246640039884
"(12675,4714)",6.5095848479756455,7.64489155884542,9.109452348989889,"{'餐饮美食': 418, '休闲娱乐': 55, '运动健身': 51, '商务住宅': 26, '医疗保健': 53, '金融机构': 24, '旅游景点': 6, '生活服务': 239, '购物消费': 627, '汽车相关': 22, '酒店住宿': 5, '交通设施': 42, '科教文化': 99, '公司企业': 71}",33.309998,3.505857467651367,58365.8,46756.285639260896
